sexo;cargo;estado;regiao;identificacaoCurso;anoCurso;seqAnoCurso;categoriaCurso;idadeAluno;anosExercicio;situacaoAluno
M;2;7;3;60;2022;2;5;48;14;REPROVADO
M;7;1;1;60;2022;2;5;32;;REPROVADO
M;2;26;4;60;2022;2;5;50;21;APROVADO
M;4;15;2;60;2022;2;5;50;15;APROVADO
M;2;24;5;60;2022;2;5;46;16;APROVADO
M;2;18;5;60;2022;2;5;48;14;APROVADO
M;4;26;4;60;2022;2;5;60;26;APROVADO
M;2;13;3;60;2022;2;5;26;;REPROVADO
F;2;19;4;60;2022;2;5;43;7;APROVADO
M;2;24;5;60;2022;2;5;48;16;APROVADO
M;5;16;2;60;2022;2;5;25;;REPROVADO
M;1;7;3;60;2022;2;5;38;8;APROVADO
M;6;26;4;60;2022;2;5;48;15;APROVADO
M;2;24;5;60;2022;2;5;47;19;APROVADO
M;2;8;4;60;2022;2;5;41;14;REPROVADO
M;5;13;3;60;2022;2;5;37;8;APROVADO
M;2;18;5;60;2022;2;5;40;;APROVADO
F;4;14;1;60;2022;2;5;30;;APROVADO
M;2;19;4;60;2022;2;5;51;25;APROVADO
M;2;8;4;60;2022;2;5;51;15;APROVADO
M;6;13;3;60;2022;2;5;33;;REPROVADO
M;2;7;3;60;2022;2;5;41;17;APROVADO
M;7;7;3;60;2022;2;5;34;9;APROVADO
M;2;14;1;60;2022;2;5;30;;APROVADO
M;7;22;1;60;2022;2;5;33;;REPROVADO
M;2;21;1;60;2022;2;5;28;;APROVADO
M;2;7;3;60;2022;2;5;43;15;REPROVADO
M;4;25;2;60;2022;2;5;45;20;APROVADO
M;2;19;4;60;2022;2;5;48;17;REPROVADO
M;2;16;2;60;2022;2;5;44;;REPROVADO
M;2;7;3;60;2022;2;5;39;9;REPROVADO
M;2;12;3;60;2022;2;5;30;;APROVADO
M;2;12;3;60;2022;2;5;36;;REPROVADO
F;5;7;3;60;2022;2;5;37;8;REPROVADO
M;2;3;1;60;2022;2;5;27;;REPROVADO
M;6;6;2;60;2022;2;5;42;;APROVADO
M;2;18;5;60;2022;2;5;31;;APROVADO
M;2;26;4;60;2022;2;5;43;9;APROVADO
M;5;7;3;60;2022;2;5;45;15;REPROVADO
M;2;27;1;60;2022;2;5;33;;APROVADO
M;2;7;3;60;2022;2;5;46;14;APROVADO
M;5;7;3;60;2022;2;5;41;12;APROVADO
M;2;14;1;60;2022;2;5;33;;APROVADO
M;2;12;3;60;2022;2;5;28;;REPROVADO
M;1;7;3;60;2022;2;5;37;18;REPROVADO
M;2;7;3;60;2022;2;5;47;16;REPROVADO
M;2;22;1;60;2022;2;5;28;;APROVADO
M;1;19;4;60;2022;2;5;64;29;REPROVADO
F;2;26;4;60;2022;2;5;28;;APROVADO
F;2;14;1;60;2022;2;5;30;;APROVADO
M;2;10;2;60;2022;2;5;50;15;REPROVADO
M;2;14;1;60;2022;2;5;32;;APROVADO
M;4;7;3;60;2022;2;5;51;18;REPROVADO
M;2;14;1;60;2022;2;5;30;;APROVADO
M;5;6;2;60;2022;2;5;28;;APROVADO
M;6;6;2;60;2022;2;5;52;8;APROVADO
M;1;7;3;60;2022;2;5;58;17;APROVADO
M;5;21;1;60;2022;2;5;35;8;REPROVADO
F;3;19;4;60;2022;2;5;34;;APROVADO
M;2;3;1;60;2022;2;5;30;;APROVADO
M;2;3;1;60;2022;2;5;31;;APROVADO
M;2;16;2;60;2022;2;5;45;15;APROVADO
M;2;18;5;60;2022;2;5;62;41;APROVADO
F;2;14;1;60;2022;2;5;40;;REPROVADO
M;2;2;2;60;2022;2;5;42;16;APROVADO
M;2;18;5;60;2022;2;5;52;14;APROVADO
M;2;22;1;60;2022;2;5;28;;REPROVADO
M;2;2;2;60;2022;2;5;51;23;REPROVADO
M;2;7;3;60;2022;2;5;31;;APROVADO
F;2;14;1;60;2022;2;5;31;;APROVADO
M;2;26;4;60;2022;2;5;47;9;APROVADO
M;4;8;4;60;2022;2;5;44;19;REPROVADO
M;5;4;1;60;2022;2;5;31;;REPROVADO
M;2;7;3;60;2022;2;5;48;25;APROVADO
M;5;19;4;60;2022;2;5;26;;REPROVADO
M;2;23;5;60;2022;2;5;23;;APROVADO
M;2;4;1;60;2022;2;5;26;;APROVADO
M;2;7;3;60;2022;2;5;34;;APROVADO
M;2;1;1;60;2022;2;5;25;;REPROVADO
M;2;7;3;60;2022;2;5;30;6;APROVADO
M;2;12;3;60;2022;2;5;30;;REPROVADO
M;6;7;3;60;2022;2;5;49;15;APROVADO
M;2;7;3;60;2022;2;5;47;20;REPROVADO
M;5;26;4;60;2022;2;5;34;8;APROVADO
M;4;7;3;60;2022;2;5;55;20;REPROVADO
M;4;11;4;60;2022;2;5;33;;APROVADO
M;2;26;4;60;2022;2;5;48;15;APROVADO
M;5;18;5;60;2022;2;5;33;8;APROVADO
M;6;3;1;60;2022;2;5;36;;APROVADO
M;6;7;3;60;2022;2;5;50;8;REPROVADO
M;6;3;1;60;2022;2;5;30;;APROVADO
M;6;3;1;60;2022;2;5;49;16;APROVADO
M;5;7;3;60;2022;2;5;44;8;APROVADO
M;2;11;4;60;2022;2;5;34;;REPROVADO
M;2;26;4;60;2022;2;5;38;;APROVADO
F;2;26;4;60;2022;2;5;30;;APROVADO
M;2;26;4;60;2022;2;5;35;6;APROVADO
M;5;19;4;60;2022;2;5;36;;APROVADO
M;5;26;4;60;2022;2;5;47;12;APROVADO
M;7;27;1;60;2022;2;5;52;12;REPROVADO
M;2;26;4;60;2022;2;5;29;;APROVADO
M;6;3;1;60;2022;2;5;43;9;APROVADO
M;6;7;3;60;2022;2;5;46;15;REPROVADO
M;6;3;1;60;2022;2;5;33;;REPROVADO
M;6;7;3;60;2022;2;5;31;;APROVADO
M;5;4;1;60;2022;2;5;46;;APROVADO
M;2;15;2;60;2022;2;5;62;25;APROVADO
M;5;26;4;60;2022;2;5;43;8;APROVADO
F;2;7;3;60;2022;2;5;45;19;REPROVADO
M;2;12;3;60;2022;2;5;44;9;APROVADO
M;2;12;3;60;2022;2;5;33;8;APROVADO
M;2;17;2;60;2022;2;5;55;22;APROVADO
M;1;26;4;60;2022;2;5;58;29;REPROVADO
M;2;22;1;60;2022;2;5;33;;REPROVADO
M;2;14;1;60;2022;2;5;41;9;APROVADO
M;2;7;3;60;2022;2;5;22;;REPROVADO
F;6;3;1;60;2022;2;5;37;;APROVADO
M;2;14;1;60;2022;2;5;48;14;APROVADO
M;1;18;5;60;2022;2;5;45;18;REPROVADO
M;1;7;3;60;2022;2;5;53;18;APROVADO
M;5;7;3;60;2022;2;5;51;19;REPROVADO
M;7;;;60;2022;2;5;28;;APROVADO
M;2;15;2;60;2022;2;5;48;25;APROVADO
M;5;12;3;60;2022;2;5;34;8;APROVADO
M;2;7;3;60;2022;2;5;55;25;APROVADO
M;2;26;4;60;2022;2;5;46;9;REPROVADO
M;2;26;4;60;2022;2;5;50;15;REPROVADO
M;2;7;3;60;2022;2;5;34;;APROVADO
F;5;19;4;60;2022;2;5;26;;REPROVADO
F;2;14;1;60;2022;2;5;24;;APROVADO
M;7;;;60;2022;2;5;27;;APROVADO
M;2;3;1;60;2022;2;5;27;;REPROVADO
M;2;18;5;60;2022;2;5;43;9;REPROVADO
M;6;15;2;60;2022;2;5;54;18;REPROVADO
M;2;14;1;60;2022;2;5;50;15;REPROVADO
F;2;7;3;60;2022;2;5;31;;REPROVADO
M;2;7;3;60;2022;2;5;24;;REPROVADO
M;2;21;1;60;2022;2;5;27;;APROVADO
M;2;7;3;60;2022;2;5;26;;REPROVADO
M;5;7;3;60;2022;2;5;28;;APROVADO
M;2;3;1;60;2022;2;5;28;;APROVADO
M;5;7;3;60;2022;2;5;46;8;REPROVADO
M;2;7;3;60;2022;2;5;31;;REPROVADO
M;2;3;1;60;2022;2;5;30;;REPROVADO
M;5;14;1;60;2022;2;5;37;;APROVADO
M;5;7;3;60;2022;2;5;44;12;REPROVADO
M;2;7;3;60;2022;2;5;32;;REPROVADO
M;1;14;1;60;2022;2;5;61;29;REPROVADO
M;2;7;3;60;2022;2;5;31;;REPROVADO
M;2;18;5;60;2022;2;5;43;6;APROVADO
M;5;22;1;60;2022;2;5;39;8;APROVADO
M;2;10;2;60;2022;2;5;38;;APROVADO
M;5;18;5;60;2022;2;5;41;8;APROVADO
M;2;22;1;60;2022;2;5;29;;REPROVADO
M;7;7;3;60;2022;2;5;53;17;REPROVADO
M;2;7;3;60;2022;2;5;57;18;APROVADO
M;2;7;3;60;2022;2;5;33;;APROVADO
M;6;26;4;60;2022;2;5;37;;APROVADO
M;2;7;3;60;2022;2;5;42;12;REPROVADO
M;2;7;3;60;2022;2;5;28;;APROVADO
M;2;7;3;60;2022;2;5;54;25;APROVADO
M;2;24;5;60;2022;2;5;42;17;APROVADO
M;5;7;3;60;2022;2;5;31;;APROVADO
M;2;1;1;60;2022;2;5;42;;APROVADO
M;2;26;4;60;2022;2;5;35;6;APROVADO
M;5;27;1;60;2022;2;5;39;12;REPROVADO
M;4;21;1;60;2022;2;5;38;8;APROVADO
F;2;3;1;60;2022;2;5;25;;APROVADO
M;2;9;3;60;2022;2;5;46;16;REPROVADO
M;2;4;1;60;2022;2;5;40;;REPROVADO
M;5;7;3;60;2022;2;5;34;;REPROVADO
M;2;16;2;60;2022;2;5;42;9;APROVADO
M;2;7;3;60;2022;2;5;35;;REPROVADO
M;2;7;3;60;2022;2;5;31;;APROVADO
M;2;7;3;60;2022;2;5;25;;REPROVADO
M;2;10;2;60;2022;2;5;47;12;REPROVADO
F;1;7;3;23;2022;4;5;49;17;REPROVADO
M;5;8;4;23;2022;4;5;47;15;REPROVADO
M;4;7;3;23;2022;4;5;38;;REPROVADO
M;2;11;4;23;2022;4;5;64;28;REPROVADO
F;2;12;3;23;2022;4;5;45;13;REPROVADO
M;4;11;4;23;2022;4;5;32;;APROVADO
M;2;14;1;23;2022;4;5;36;;REPROVADO
M;2;7;3;23;2022;4;5;28;;REPROVADO
M;2;7;3;23;2022;4;5;36;6;REPROVADO
F;5;7;3;23;2022;4;5;37;8;REPROVADO
F;5;7;3;23;2022;4;5;50;14;REPROVADO
M;2;7;3;23;2022;4;5;24;;REPROVADO
M;2;7;3;23;2022;4;5;32;;REPROVADO
M;5;7;3;23;2022;4;5;55;25;REPROVADO
M;5;7;3;23;2022;4;5;36;;REPROVADO
F;4;7;3;23;2022;4;5;34;;REPROVADO
M;2;7;3;23;2022;4;5;54;25;REPROVADO
M;4;23;5;23;2022;4;5;43;8;APROVADO
M;2;23;5;23;2022;4;5;30;;REPROVADO
M;2;6;2;23;2022;4;5;37;9;REPROVADO
M;2;7;3;23;2022;4;5;36;;REPROVADO
F;5;7;3;23;2022;4;5;25;;REPROVADO
F;5;7;3;23;2022;4;5;24;;REPROVADO
M;5;14;1;23;2022;4;5;37;;REPROVADO
M;5;7;3;23;2022;4;5;34;;REPROVADO
M;5;7;3;23;2022;4;5;25;;REPROVADO
M;2;13;3;23;2022;4;5;28;;REPROVADO
M;2;7;3;23;2022;4;5;46;19;REPROVADO
M;2;7;3;23;2022;4;5;29;;REPROVADO
M;2;11;4;23;2022;4;5;54;9;REPROVADO
F;6;16;2;23;2022;4;5;44;19;REPROVADO
M;2;7;3;23;2022;4;5;25;;REPROVADO
M;2;7;3;23;2022;4;5;32;;REPROVADO
M;5;21;1;23;2022;4;5;37;;REPROVADO
F;2;7;3;23;2022;4;5;29;;REPROVADO
M;2;3;1;23;2022;4;5;30;;REPROVADO
M;4;7;3;23;2022;4;5;30;;REPROVADO
M;4;23;5;23;2022;4;5;33;;REPROVADO
M;4;27;1;23;2022;4;5;36;;REPROVADO
M;2;13;3;23;2022;4;5;42;13;REPROVADO
F;2;5;2;23;2022;4;5;47;23;REPROVADO
M;2;7;3;23;2022;4;5;25;;REPROVADO
F;2;3;1;23;2022;4;5;26;;REPROVADO
M;2;7;3;23;2022;4;5;22;;REPROVADO
M;5;21;1;23;2022;4;5;26;;REPROVADO
M;4;7;3;23;2022;4;5;34;;REPROVADO
F;1;7;3;23;2022;4;5;63;29;REPROVADO
M;1;7;3;12;2022;4;5;46;17;REPROVADO
M;1;11;4;12;2022;4;5;45;17;REPROVADO
M;6;4;1;12;2022;4;5;38;;REPROVADO
M;2;7;3;12;2022;4;5;30;;REPROVADO
M;2;7;3;12;2022;4;5;45;19;REPROVADO
M;2;12;3;12;2022;4;5;29;;REPROVADO
M;2;21;1;12;2022;4;5;24;;REPROVADO
M;7;2;2;12;2022;4;5;44;9;REPROVADO
M;5;12;3;12;2022;4;5;47;9;REPROVADO
M;2;18;5;12;2022;4;5;34;6;REPROVADO
M;2;7;3;12;2022;4;5;28;;REPROVADO
M;7;20;2;12;2022;4;5;53;23;REPROVADO
F;1;7;3;12;2022;4;5;46;18;REPROVADO
M;2;26;4;12;2022;4;5;31;6;APROVADO
M;4;20;2;12;2022;4;5;46;20;REPROVADO
M;2;19;4;12;2022;4;5;51;23;REPROVADO
M;5;;;12;2022;4;5;27;;REPROVADO
M;2;3;1;12;2022;4;5;30;;REPROVADO
F;2;7;3;12;2022;4;5;45;14;APROVADO
M;2;19;4;12;2022;4;5;42;12;REPROVADO
M;5;7;3;12;2022;4;5;40;;REPROVADO
M;7;3;1;12;2022;4;5;26;;REPROVADO
F;7;;;12;2022;4;5;29;;REPROVADO
F;2;7;3;73;2022;4;5;42;19;REPROVADO
M;4;25;2;73;2022;4;5;45;17;APROVADO
M;5;2;2;73;2022;4;5;44;8;APROVADO
M;2;7;3;73;2022;4;5;52;17;APROVADO
M;1;11;4;73;2022;4;5;45;17;APROVADO
M;2;19;4;73;2022;4;5;42;12;APROVADO
M;6;19;4;73;2022;4;5;53;19;APROVADO
M;2;7;3;73;2022;4;5;52;16;APROVADO
M;5;11;4;73;2022;4;5;39;12;APROVADO
F;2;8;4;73;2022;4;5;50;19;APROVADO
M;2;8;4;73;2022;4;5;39;9;REPROVADO
F;2;7;3;73;2022;4;5;46;19;APROVADO
M;2;27;1;73;2022;4;5;32;6;REPROVADO
M;4;7;3;73;2022;4;5;42;;REPROVADO
M;7;2;2;73;2022;4;5;44;9;APROVADO
M;2;13;3;73;2022;4;5;35;;APROVADO
M;5;10;2;73;2022;4;5;39;12;APROVADO
F;5;7;3;73;2022;4;5;48;19;REPROVADO
M;4;11;4;73;2022;4;5;45;19;APROVADO
M;2;19;4;73;2022;4;5;45;19;APROVADO
M;2;7;3;73;2022;4;5;41;15;APROVADO
M;1;7;3;73;2022;4;5;45;18;REPROVADO
M;5;8;4;73;2022;4;5;39;12;REPROVADO
F;1;7;3;73;2022;4;5;31;8;REPROVADO
F;2;7;3;73;2022;4;5;45;14;APROVADO
M;5;6;2;73;2022;4;5;53;19;REPROVADO
F;2;3;1;73;2022;4;5;35;;APROVADO
M;2;26;4;73;2022;4;5;26;;APROVADO
M;6;7;3;73;2022;4;5;44;16;REPROVADO
M;1;23;5;73;2022;4;5;64;28;REPROVADO
M;2;7;3;73;2022;4;5;38;9;REPROVADO
M;6;16;2;73;2022;4;5;47;13;APROVADO
F;7;;;73;2022;4;5;29;;REPROVADO
M;2;7;3;73;2022;4;5;50;14;REPROVADO
M;1;7;3;62;2022;4;5;31;8;REPROVADO
M;2;7;3;62;2022;4;5;47;19;REPROVADO
M;2;8;4;62;2022;4;5;49;14;REPROVADO
M;2;25;2;62;2022;4;5;33;9;APROVADO
M;6;7;3;62;2022;4;5;46;16;APROVADO
M;5;19;4;62;2022;4;5;48;14;REPROVADO
M;5;19;4;62;2022;4;5;49;8;APROVADO
M;6;7;3;62;2022;4;5;57;20;APROVADO
M;2;23;5;62;2022;4;5;43;9;APROVADO
F;5;24;5;62;2022;4;5;45;14;APROVADO
M;2;24;5;62;2022;4;5;52;17;REPROVADO
M;4;25;2;62;2022;4;5;45;19;REPROVADO
M;4;19;4;62;2022;4;5;48;16;APROVADO
F;5;26;4;62;2022;4;5;43;8;REPROVADO
M;2;7;3;62;2022;4;5;42;9;APROVADO
M;5;13;3;62;2022;4;5;39;16;APROVADO
M;2;7;3;62;2022;4;5;50;18;REPROVADO
M;2;8;4;62;2022;4;5;54;19;REPROVADO
F;2;24;5;62;2022;4;5;47;15;REPROVADO
M;2;5;2;62;2022;4;5;36;6;REPROVADO
F;2;8;4;62;2022;4;5;50;19;APROVADO
F;2;12;3;62;2022;4;5;42;9;APROVADO
M;4;14;1;62;2022;4;5;32;;APROVADO
M;4;19;4;62;2022;4;5;49;16;REPROVADO
M;2;13;3;62;2022;4;5;53;13;REPROVADO
M;7;8;4;62;2022;4;5;44;17;REPROVADO
M;5;23;5;62;2022;4;5;36;12;REPROVADO
M;2;7;3;62;2022;4;5;39;9;APROVADO
M;2;4;1;62;2022;4;5;44;;APROVADO
M;2;26;4;62;2022;4;5;31;6;APROVADO
M;2;18;5;62;2022;4;5;58;25;APROVADO
M;6;18;5;62;2022;4;5;47;16;REPROVADO
M;2;5;2;62;2022;4;5;52;26;REPROVADO
M;2;11;4;62;2022;4;5;54;9;REPROVADO
M;5;26;4;62;2022;4;5;37;8;APROVADO
M;5;8;4;62;2022;4;5;39;12;REPROVADO
F;1;15;2;62;2022;4;5;49;18;REPROVADO
M;7;2;2;62;2022;4;5;44;9;REPROVADO
M;2;24;5;62;2022;4;5;37;9;APROVADO
M;2;24;5;62;2022;4;5;48;16;REPROVADO
F;2;7;3;62;2022;4;5;45;14;REPROVADO
M;2;5;2;62;2022;4;5;70;29;REPROVADO
M;5;13;3;62;2022;4;5;33;8;REPROVADO
M;7;7;3;62;2022;4;5;50;;REPROVADO
F;1;7;3;62;2022;4;5;34;;APROVADO
F;1;7;3;75;2022;4;5;57;29;REPROVADO
M;2;7;3;75;2022;4;5;42;;REPROVADO
M;2;11;4;75;2022;4;5;64;28;REPROVADO
M;5;22;1;75;2022;4;5;22;;REPROVADO
M;7;7;3;75;2022;4;5;31;;REPROVADO
M;5;19;4;75;2022;4;5;39;;APROVADO
M;2;5;2;75;2022;4;5;36;6;REPROVADO
F;2;7;3;75;2022;4;5;34;;REPROVADO
M;2;7;3;75;2022;4;5;29;;REPROVADO
F;2;7;3;75;2022;4;5;29;;REPROVADO
F;2;7;3;75;2022;4;5;28;;REPROVADO
M;5;7;3;75;2022;4;5;28;;APROVADO
M;2;7;3;75;2022;4;5;28;;REPROVADO
M;2;24;5;75;2022;4;5;37;9;APROVADO
M;2;7;3;75;2022;4;5;25;;REPROVADO
M;2;7;3;75;2022;4;5;36;;REPROVADO
M;2;7;3;75;2022;4;5;30;;APROVADO
F;2;14;1;75;2022;4;5;25;;REPROVADO
M;2;7;3;75;2022;4;5;28;;REPROVADO
M;2;7;3;75;2022;4;5;32;;REPROVADO
M;2;10;2;75;2022;4;5;38;;APROVADO
M;2;7;3;75;2022;4;5;22;;REPROVADO
M;2;26;4;75;2022;4;5;40;12;APROVADO
M;2;24;5;75;2022;4;5;41;9;REPROVADO
F;2;7;3;75;2022;4;5;29;;REPROVADO
M;2;14;1;75;2022;4;5;22;;REPROVADO
M;2;7;3;75;2022;4;5;25;;REPROVADO
M;5;23;5;75;2022;4;5;32;;REPROVADO
M;4;5;2;75;2022;4;5;48;19;APROVADO
M;7;26;4;75;2022;4;5;35;;REPROVADO
M;5;7;3;75;2022;4;5;26;;REPROVADO
F;2;7;3;75;2022;4;5;37;;REPROVADO
M;2;23;5;75;2022;4;5;40;9;APROVADO
F;2;7;3;75;2022;4;5;29;;REPROVADO
F;5;7;3;75;2022;4;5;28;;REPROVADO
M;2;7;3;75;2022;4;5;23;;REPROVADO
M;2;21;1;75;2022;4;5;26;;APROVADO
M;2;14;1;75;2022;4;5;39;;REPROVADO
M;2;7;3;75;2022;4;5;33;;REPROVADO
F;2;7;3;75;2022;4;5;27;;APROVADO
M;2;12;3;75;2022;4;5;28;;REPROVADO
M;2;7;3;75;2022;4;5;21;;REPROVADO
F;2;7;3;61;2022;4;5;47;18;REPROVADO
M;2;19;4;61;2022;4;5;46;13;APROVADO
M;6;7;3;61;2022;4;5;43;16;APROVADO
M;6;11;4;61;2022;4;5;48;17;APROVADO
M;2;19;4;61;2022;4;5;31;6;REPROVADO
M;4;19;4;61;2022;4;5;49;16;APROVADO
M;2;27;1;61;2022;4;5;32;6;REPROVADO
M;4;5;2;61;2022;4;5;49;14;APROVADO
F;2;7;3;61;2022;4;5;40;;REPROVADO
M;5;7;3;61;2022;4;5;28;;APROVADO
M;7;2;2;61;2022;4;5;44;9;APROVADO
M;2;7;3;61;2022;4;5;51;25;REPROVADO
M;7;19;4;61;2022;4;5;53;13;APROVADO
M;2;20;2;61;2022;4;5;37;9;APROVADO
M;5;7;3;61;2022;4;5;53;25;APROVADO
M;2;26;4;61;2022;4;5;31;6;APROVADO
M;2;19;4;61;2022;4;5;45;19;REPROVADO
F;5;26;4;61;2022;4;5;41;12;APROVADO
M;5;7;3;61;2022;4;5;28;;REPROVADO
F;5;7;3;61;2022;4;5;32;;APROVADO
M;5;11;4;61;2022;4;5;35;;APROVADO
M;2;7;3;61;2022;4;5;25;;APROVADO
M;7;18;5;61;2022;4;5;31;9;REPROVADO
M;2;14;1;61;2022;4;5;39;;APROVADO
M;5;8;4;61;2022;4;5;39;12;REPROVADO
M;5;7;3;61;2022;4;5;26;;REPROVADO
M;4;24;5;61;2022;4;5;50;19;APROVADO
M;2;12;3;61;2022;4;5;45;9;APROVADO
M;2;4;1;61;2022;4;5;44;;APROVADO
F;2;9;3;61;2022;4;5;36;9;APROVADO
F;7;19;4;61;2022;4;5;43;9;REPROVADO
M;2;26;4;61;2022;4;5;40;6;REPROVADO
M;2;7;3;61;2022;4;5;49;23;APROVADO
F;2;24;5;61;2022;4;5;44;14;REPROVADO
F;2;11;4;61;2022;4;5;43;;REPROVADO
F;3;7;3;24;2022;4;5;46;18;REPROVADO
M;2;8;4;24;2022;4;5;39;9;APROVADO
M;2;26;4;24;2022;4;5;52;19;REPROVADO
M;4;14;1;24;2022;4;5;47;19;REPROVADO
M;5;7;3;24;2022;4;5;36;;REPROVADO
M;2;11;4;24;2022;4;5;36;9;REPROVADO
M;2;13;3;24;2022;4;5;34;;REPROVADO
M;1;7;3;24;2022;4;5;53;25;REPROVADO
F;1;7;3;24;2022;4;5;32;;REPROVADO
M;7;;;24;2022;4;5;36;;REPROVADO
M;5;1;1;24;2022;4;5;31;8;REPROVADO
M;5;7;3;24;2022;4;5;55;25;REPROVADO
M;5;7;3;24;2022;4;5;44;12;REPROVADO
M;2;4;1;24;2022;4;5;44;;REPROVADO
M;2;19;4;24;2022;4;5;43;15;REPROVADO
M;2;27;1;24;2022;4;5;29;;APROVADO
M;2;10;2;24;2022;4;5;31;;REPROVADO
F;1;26;4;24;2022;4;5;43;;REPROVADO
F;5;6;2;24;2022;4;5;43;14;REPROVADO
F;1;7;3;67;2022;4;5;41;8;REPROVADO
M;4;24;5;67;2022;4;5;36;9;APROVADO
M;5;2;2;67;2022;4;5;44;8;APROVADO
F;2;7;3;67;2022;4;5;45;19;REPROVADO
M;2;25;2;67;2022;4;5;47;13;APROVADO
M;7;24;5;67;2022;4;5;45;17;APROVADO
M;4;7;3;67;2022;4;5;34;;REPROVADO
M;2;24;5;67;2022;4;5;52;17;REPROVADO
M;2;7;3;67;2022;4;5;39;9;APROVADO
M;6;6;2;67;2022;4;5;40;13;APROVADO
M;2;24;5;67;2022;4;5;45;15;REPROVADO
M;2;7;3;67;2022;4;5;29;;REPROVADO
M;4;11;4;67;2022;4;5;44;14;REPROVADO
M;7;;;67;2022;4;5;26;;APROVADO
M;2;18;5;67;2022;4;5;38;6;APROVADO
M;5;13;3;67;2022;4;5;36;8;REPROVADO
F;2;7;3;67;2022;4;5;29;;REPROVADO
F;4;7;3;67;2022;4;5;34;;REPROVADO
M;5;7;3;67;2022;4;5;28;;REPROVADO
M;4;5;2;67;2022;4;5;49;14;REPROVADO
M;2;19;4;67;2022;4;5;46;13;APROVADO
M;2;7;3;67;2022;4;5;25;;REPROVADO
M;4;7;3;67;2022;4;5;44;19;REPROVADO
M;2;24;5;67;2022;4;5;37;9;APROVADO
M;2;24;5;67;2022;4;5;48;16;REPROVADO
M;2;19;4;67;2022;4;5;31;;REPROVADO
M;6;26;4;67;2022;4;5;47;13;REPROVADO
M;2;7;3;67;2022;4;5;52;23;REPROVADO
F;2;7;3;67;2022;4;5;31;;REPROVADO
M;5;10;2;67;2022;4;5;44;9;REPROVADO
M;2;12;3;67;2022;4;5;27;;REPROVADO
M;2;7;3;67;2022;4;5;49;23;REPROVADO
M;2;18;5;67;2022;4;5;33;6;REPROVADO
F;1;7;3;96;2022;4;5;44;18;REPROVADO
M;2;7;3;96;2022;4;5;29;;REPROVADO
M;4;23;5;96;2022;4;5;43;8;APROVADO
M;5;16;2;96;2022;4;5;42;8;REPROVADO
M;4;20;2;96;2022;4;5;36;;REPROVADO
M;2;24;5;96;2022;4;5;46;19;APROVADO
F;5;7;3;96;2022;4;5;28;;REPROVADO
M;2;7;3;96;2022;4;5;28;;APROVADO
F;2;7;3;96;2022;4;5;27;;REPROVADO
M;2;7;3;96;2022;4;5;32;;REPROVADO
M;2;10;2;96;2022;4;5;32;;REPROVADO
F;2;7;3;96;2022;4;5;45;19;REPROVADO
M;2;18;5;96;2022;4;5;44;13;REPROVADO
M;4;11;4;96;2022;4;5;44;14;REPROVADO
F;5;11;4;96;2022;4;5;24;;REPROVADO
M;2;18;5;96;2022;4;5;40;6;REPROVADO
M;4;7;3;96;2022;4;5;35;;APROVADO
M;2;8;4;96;2022;4;5;39;9;REPROVADO
M;2;27;1;96;2022;4;5;32;6;REPROVADO
M;7;;;96;2022;4;5;26;;APROVADO
M;4;3;1;96;2022;4;5;41;14;REPROVADO
F;5;18;5;96;2022;4;5;45;14;REPROVADO
M;5;26;4;96;2022;4;5;40;8;REPROVADO
M;2;7;3;96;2022;4;5;50;20;APROVADO
M;2;7;3;96;2022;4;5;38;;REPROVADO
M;2;7;3;96;2022;4;5;32;;REPROVADO
M;2;7;3;96;2022;4;5;28;;REPROVADO
M;2;6;2;96;2022;4;5;37;9;APROVADO
M;2;7;3;96;2022;4;5;30;;REPROVADO
M;5;21;1;96;2022;4;5;26;;APROVADO
M;2;7;3;96;2022;4;5;36;;REPROVADO
M;2;12;3;96;2022;4;5;33;;REPROVADO
M;5;7;3;96;2022;4;5;34;;REPROVADO
F;5;7;3;96;2022;4;5;32;;REPROVADO
M;2;7;3;96;2022;4;5;22;;REPROVADO
M;2;7;3;96;2022;4;5;24;;REPROVADO
M;2;7;3;96;2022;4;5;34;;APROVADO
F;2;7;3;96;2022;4;5;30;;REPROVADO
M;4;7;3;96;2022;4;5;34;;REPROVADO
F;2;7;3;96;2022;4;5;28;;APROVADO
F;2;7;3;96;2022;4;5;25;;REPROVADO
F;2;7;3;96;2022;4;5;31;;APROVADO
F;2;17;2;96;2022;4;5;27;;REPROVADO
F;2;7;3;96;2022;4;5;29;;REPROVADO
M;2;7;3;96;2022;4;5;29;;REPROVADO
M;2;7;3;96;2022;4;5;25;;REPROVADO
M;2;14;1;96;2022;4;5;39;;REPROVADO
M;2;7;3;96;2022;4;5;28;;REPROVADO
M;2;7;3;96;2022;4;5;48;17;REPROVADO
F;5;7;3;96;2022;4;5;29;;REPROVADO
M;4;7;3;96;2022;4;5;43;;REPROVADO
M;2;7;3;96;2022;4;5;25;;REPROVADO
M;2;7;3;96;2022;4;5;27;;REPROVADO
M;4;7;3;96;2022;4;5;39;;REPROVADO
M;7;18;5;96;2022;4;5;31;9;REPROVADO
M;5;;;96;2022;4;5;27;;REPROVADO
M;2;7;3;96;2022;4;5;32;;REPROVADO
M;2;7;3;96;2022;4;5;28;;APROVADO
M;2;3;1;96;2022;4;5;37;;REPROVADO
